country,country_code_2_digit,country_code_3_digit,population,source,reported_date,confirmed cases_count,deaths_count
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-01-25,0,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-05-25,0,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-05-24,46,4
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-09-21,68,1
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-08-04,3,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-08-20,812,16
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-03-08,27,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-03-03,1,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-10-20,537,3
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-01-31,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-09-30,392,1
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-05-15,992,262
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-04-11,312,24
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-07-15,131,4
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-05-31,61,23
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-01-13,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-07,8,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-09-04,418,2
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-06-22,1,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-01-18,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-06-19,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-08-23,2328,37
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-02-20,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-01-05,0,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-10-10,1181,4
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-09-14,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-06-11,196,15
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-01-02,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-07-16,7,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-04-21,168,7
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-04-01,40,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-05-01,15,1
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-01-24,0,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-10-11,0,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-07-05,0,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-03-09,5,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-06-01,0,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-03-03,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-04-13,48,10
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-04-29,316,34
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-05-18,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-07-09,443,2
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-06-02,517,19
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-05-07,0,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-09-29,319,14
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-05-17,189,5
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-02-23,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-03-07,7,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-07-15,992,20
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-10-11,1011,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-03-31,77,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-08-30,317,2
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-06-01,0,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-04-11,5,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-05-08,392,18
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-04-02,2148,63
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-10-01,2158,33
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-06-10,9,1
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-03-17,2,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-08-14,1732,19
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-05-05,349,23
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-02-22,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-09-30,2,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-02-04,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-06-04,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-04-03,19,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-03-28,425,2
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-07-29,1,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-08-08,290,3
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-04-14,31,1
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-02-13,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-01-18,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-02-29,1,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-02-10,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-06-07,49,1
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-09-12,594,10
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-06-26,0,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-04-02,218,4
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-06-09,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-09-05,137,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-07-23,902,19
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-05-13,708,348
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-04-02,247,14
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-07-20,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-06-16,40,1
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-05-30,3,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-07-16,0,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-05-06,11,3
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-04-18,346,42
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-08-31,4,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-04-16,2,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-10-24,14,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-03-23,22,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-07-28,595,4
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-09-26,255,1
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-03-08,1,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-05-17,372,88
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-03-22,184,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-05-05,73,10
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-06-29,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-01-16,0,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-06-13,12,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-06-26,1,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-06-30,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-02-08,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-01-20,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-10-19,29837,85
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-02-03,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-03-21,31,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-03-17,5,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-05-30,23,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-07-21,1,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-05-26,165,14
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-05-05,38,4
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-09-23,463,5
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-07-29,117,4
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-06-21,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-09-23,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-03-07,1,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-10-16,8803,83
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-09-12,3539,6
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-07-29,202,11
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-04-19,6,1
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-07-23,280,9
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-08-04,207,1
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-02-05,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-07-16,232,6
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-05-21,100,1
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-01-31,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-14,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-08-11,6,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-01-26,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-06-11,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-01-28,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-02-01,0,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-03-08,81,1
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-06-16,2,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-08-23,96,6
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-25,60,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-03-23,14,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-03-06,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-07-27,115,2
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-05-08,7,1
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-02-12,0,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-04-15,4424,787
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-06-28,319,6
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-10-02,398,1
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-06-25,18,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-08-29,791,8
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-05-14,23,1
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-07-05,121,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-06-29,649,31
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-02-07,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-08-01,1346,11
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-03-01,0,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-05-24,9,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-07-21,7,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-04-03,771,6
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-02-10,0,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-02-24,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-03-21,0,1
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-03-04,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-06-01,31,1
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-09-20,1070,8
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-03-09,6,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-06-10,1,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-04-07,101,4
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-05-11,97,1
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-01-25,0,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-03-13,9,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-08-08,59,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-05-14,1639,58
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-06-28,30,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-04-22,17,3
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-05-15,622,351
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-09-16,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-05-01,540,11
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-05-22,5,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-09-04,1735,13
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-04-22,0,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-01-07,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-07-28,5,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-08-29,181,5
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-04-15,16,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-06-01,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-03-16,26,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-01-08,0,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-08-18,19,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-02-10,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-01-03,0,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-06-16,25,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-10-25,16521,296
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-04-25,3122,109
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-10-02,5336,23
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-02-15,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-01-20,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-06-23,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-02-16,0,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-02-18,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-07-23,1,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-01,10,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-01-16,0,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-08-09,0,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-06-21,6,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-07-12,0,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-08-14,229,3
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-08-13,31,3
